-8.033	1.0	1	0.0
-8.060000000000002	0	0	0.0
-8.557000000000002	0	0	0.0
-8.063000000000002	0	0	0.0
-8.305999999999997	0	0	0.0
-8.048000000000002	0	0	0.0
-8.226999999999999	0	0	0.0
-8.051000000000002	0	0	0.0
-8.145	0	0	0.0
-8.454	0	0	0.0
-8.270999999999999	0	0	0.0
-8.362000000000002	0	0	0.0
-8.007	0	0	0.0
-7.996999999999999	0	0	0.0
-8.293999999999997	0	0	0.0
-8.255999999999998	0	0	0.0
-8.193000000000003	0	0	0.0
-8.086999999999996	0	0	0.0
-8.354000000000003	0	0	0.0
-7.880999999999999	0	0	0.0
-8.474999999999996	0	0	0.0
-8.084999999999997	0	0	0.0
-7.890999999999998	0	0	0.0
-8.129000000000001	0	0	0.0
-7.6999999999999975	0	0	0.0
-8.03	0	0	0.0
-8.182999999999996	0	0	0.0
-8.382999999999997	0	0	0.0
-8.127999999999998	0	0	0.0
-8.614999999999998	0	0	0.0
-8.402999999999997	0	0	0.0
-8.546999999999997	0	0	0.0
